imdbID,Title,Year,Genre,Metascore,imdbRating,studio_type
tt3045616,Mortdecai,2015,"Action, Adventure, Comedy",27,5.5,indie
tt8784956,Ava,2020,"Action, Crime, Drama",39,5.5,indie
tt2582496,Me and Earl and the Dying Girl,2015,"Comedy, Drama",74,7.7,indie
tt23468450,Longlegs,2024,"Crime, Horror, Mystery",77,6.5,indie
tt1781922,No Escape,2015,"Action, Thriller",38,6.8,indie
tt13069986,After We Fell,2021,"Drama, Romance",N/A,4.8,indie
tt28015403,Heretic,2024,"Horror, Thriller",71,7.0,indie
tt6924650,Midway,2019,"Action, Drama, History",47,6.7,indie
tt16426418,Challengers,2024,"Comedy, Drama, Romance",82,7.0,indie
tt6920084,Resident Evil: Welcome to Raccoon City,2021,"Action, Horror, Sci-Fi",44,5.2,indie
tt3322364,Concussion,2015,"Biography, Drama, Sport",55,7.1,indie
tt1298644,The Hustle,2019,"Comedy, Crime",35,5.5,indie
tt9354842,To All the Boys: P.S. I Still Love You,2020,"Comedy, Drama, Romance",54,6.1,indie
tt6306064,Adrift,2018,"Action, Adventure, Biography",56,6.6,indie
tt6195094,Incident in a Ghostland,2018,"Drama, Horror, Mystery",44,6.4,indie
tt6587046,The Boy and the Heron,2023,"Animation, Adventure, Drama",91,7.3,indie
tt6932874,The Boss Baby: Family Business,2021,"Animation, Adventure, Comedy",39,5.9,indie
tt11271038,Licorice Pizza,2021,"Comedy, Drama, Romance",90,7.1,indie
tt3072482,Hardcore Henry,2015,"Action, Adventure, Sci-Fi",51,6.7,indie
tt6566576,Fear Street: Part One - 1994,2021,"Drama, Horror, Mystery",67,6.2,indie
tt4913966,The Curse of La Llorona,2019,"Horror, Mystery, Thriller",41,5.3,indie
tt5884796,Plane,2023,"Action, Adventure, Thriller",62,6.5,indie
tt3774694,Love,2015,"Drama, Romance",51,6.1,indie
tt3811906,Malignant,2021,"Crime, Horror, Mystery",51,6.2,indie
tt7160372,The Zone of Interest,2023,"Drama, History, War",92,7.3,indie
tt9426210,Weathering with You,2019,"Animation, Drama, Fantasy",72,7.5,indie
tt5462602,The Big Sick,2017,"Comedy, Drama, Romance",86,7.5,indie
tt18925334,Pearl,2022,"Drama, Horror, Thriller",76,7.0,indie
tt0983946,Fantasy Island,2020,"Fantasy, Horror, Mystery",22,4.9,indie
tt4695012,It Comes at Night,2017,"Drama, Horror, Mystery",78,6.1,indie
tt10366460,CODA,2021,"Comedy, Drama, Music",72,8.0,indie
tt2823054,Mike and Dave Need Wedding Dates,2016,"Comedy, Romance",51,6.0,indie
tt8368406,Vivarium,2019,"Horror, Mystery, Sci-Fi",64,5.9,indie
tt8385148,Hitman's Wife's Bodyguard,2021,"Action, Comedy, Crime",32,6.1,indie
tt2076822,Chaos Walking,2021,"Action, Adventure, Drama",38,5.7,indie
tt14998742,Rebel Moon - Part One: A Child of Fire,2023,"Action, Adventure, Drama",31,5.6,indie
tt3262342,Loving Vincent,2017,"Animation, Drama, Mystery",62,7.8,indie
tt11057302,Madame Web,2024,"Action, Thriller",26,4.1,indie
tt8115900,The Bad Guys,2022,"Animation, Adventure, Comedy",64,6.9,indie
tt8850222,Peninsula,2020,"Action, Drama, Horror",51,5.5,indie
tt6902676,Guns Akimbo,2019,"Action, Comedy, Crime",42,6.3,indie
tt3775086,They Call Me Jeeg Robot,2015,"Action, Comedy, Drama",N/A,7.0,indie
tt2494362,Bone Tomahawk,2015,"Drama, Horror, Western",72,7.1,indie
tt14849194,The Holdovers,2023,"Comedy, Drama",82,7.9,indie
tt3922818,The Space Between Us,2017,"Drama, Romance, Sci-Fi",33,6.4,indie
tt9071322,Dark Waters,2019,"Biography, Drama, History",73,7.6,indie
tt2226597,The Mountain Between Us,2017,"Drama, Thriller",48,6.4,indie
tt14230388,Asteroid City,2023,"Comedy, Drama, Romance",76,6.4,indie
tt1172049,Demolition,2015,"Comedy, Drama",49,7.0,indie
tt3440298,Descendants,2015,"Action, Adventure, Comedy",N/A,6.3,indie
tt10059518,Unhinged,2020,"Action, Thriller",40,6.0,indie
tt3381008,The Brothers Grimsby,2016,"Action, Adventure, Comedy",44,6.2,indie
tt8629748,Spenser Confidential,2020,"Action, Comedy, Crime",49,6.2,indie
tt11291274,The Unbearable Weight of Massive Talent,2022,"Action, Comedy, Crime",68,7.0,indie
tt10403420,Terrifier 2,2022,Horror,59,6.0,indie
tt5478478,Hostiles,2017,"Drama, Western",65,7.2,indie
tt6265828,A Ghost Story,2017,"Drama, Fantasy, Mystery",84,6.8,indie
tt4139588,Polar,2019,"Action, Crime, Thriller",19,6.3,indie
tt10160976,The Nun II,2023,"Horror, Mystery, Thriller",47,5.6,indie
tt1620981,The Addams Family,2019,"Animation, Comedy, Family",46,5.8,indie
tt4218572,Widows,2018,"Crime, Drama, Thriller",84,6.8,indie
tt3715320,Irrational Man,2015,"Comedy, Crime, Drama",53,6.6,indie
tt11316854,Gabriel's Inferno: Part One,2020,Romance,N/A,5.9,indie
tt3544112,Sing Street,2016,"Comedy, Drama, Music",79,7.9,indie
tt4560436,Mile 22,2018,"Action, Crime, Thriller",38,6.1,indie
tt3787590,We Are Your Friends,2015,"Drama, Music, Romance",46,6.2,indie
tt2058673,Point Break,2015,"Action, Adventure, Crime",34,5.3,indie
tt7958736,Ma,2019,"Horror, Mystery, Thriller",53,5.6,indie
tt3513498,The Lego Movie 2: The Second Part,2019,"Animation, Adventure, Comedy",65,6.5,indie
tt1619029,Jackie,2016,"Biography, Drama",81,6.6,indie
tt1846589,Hunter Killer,2018,"Action, Thriller",43,6.6,indie
tt5294550,All the Money in the World,2017,"Biography, Crime, Drama",72,6.8,indie
tt4687108,In the Tall Grass,2019,"Horror, Mystery, Sci-Fi",46,5.5,indie
tt21807222,Saw X,2023,"Horror, Mystery, Thriller",60,6.6,indie
tt1029360,Poltergeist,2015,"Fantasy, Horror, Thriller",47,4.9,indie
tt2990140,The Christmas Chronicles,2018,"Adventure, Comedy, Family",52,7.0,indie
tt8790086,Kraven the Hunter,2024,"Action, Adventure, Thriller",35,5.5,indie
tt13623136,The Guardians of the Galaxy Holiday Special,2022,"Action, Adventure, Comedy",N/A,6.9,indie
tt1291570,Solace,2015,"Crime, Drama, Mystery",36,6.4,indie
tt2039338,Flatliners,2017,"Drama, Horror, Mystery",27,5.2,indie
tt8093700,The Woman King,2022,"Action, Drama, History",76,6.9,indie
tt7139936,A Rainy Day in New York,2019,"Comedy, Romance",38,6.4,indie
tt6663582,The Spy Who Dumped Me,2018,"Action, Adventure, Comedy",52,6.1,indie
tt9866072,Holidate,2020,"Comedy, Romance",44,6.2,indie
tt13238346,Past Lives,2023,"Drama, Romance",94,7.8,indie
tt5783956,When We First Met,2018,"Comedy, Fantasy, Romance",36,6.4,indie
tt16419074,Air,2023,"Drama, Sport",73,7.4,indie
tt3845232,The Abominable Bride,2016,"Crime, Drama, Mystery",N/A,8.0,indie
tt9411972,Where the Crawdads Sing,2022,"Drama, Mystery, Romance",43,7.2,indie
tt8359848,Climax,2018,"Drama, Horror, Music",69,6.9,indie
tt2788732,Pete's Dragon,2016,"Action, Adventure, Comedy",71,6.7,indie
tt2452386,The Fundamentals of Caring,2016,"Comedy, Drama",55,7.3,indie
tt4698684,Hunt for the Wilderpeople,2016,"Adventure, Comedy, Drama",81,7.8,indie
tt1374989,Pride and Prejudice and Zombies,2016,"Action, Comedy, Fantasy",45,5.8,indie
tt8721424,"tick, tick... BOOM!",2021,"Biography, Comedy, Drama",74,7.5,indie
tt8075192,Shoplifters,2018,"Crime, Drama, Thriller",93,7.9,indie
tt2119543,The House with a Clock in Its Walls,2018,"Comedy, Family, Fantasy",57,6.1,indie
tt2752772,Sinister 2,2015,"Horror, Mystery, Thriller",32,5.3,indie
tt11851548,Orphan: First Kill,2022,"Crime, Drama, Horror",54,5.9,indie
tt10342730,Spiral,2021,"Horror, Mystery, Thriller",40,5.2,indie
tt1083452,Eddie the Eagle,2015,"Adventure, Biography, Comedy",54,7.3,indie
tt13024674,Army of Thieves,2021,"Action, Comedy, Crime",49,6.4,indie
tt9844522,Escape Room: Tournament of Champions,2021,"Action, Adventure, Horror",48,5.8,indie
tt7026672,Every Day,2018,"Drama, Fantasy, Romance",52,6.4,indie
tt1712261,Triple 9,2016,"Action, Crime, Drama",52,6.3,indie
tt6768578,Dogman,2018,"Crime, Drama, Thriller",71,7.2,indie
tt4680182,Colossal,2016,"Comedy, Drama, Fantasy",70,6.2,indie
tt1976009,Victor Frankenstein,2015,"Drama, Horror, Sci-Fi",36,6.0,indie
tt6587640,Trolls World Tour,2020,"Animation, Adventure, Comedy",51,6.1,indie
tt8954732,The Princess Switch,2018,"Comedy, Drama, Family",N/A,6.1,indie
tt9419056,The Unholy,2021,"Drama, Horror, Mystery",36,5.1,indie
tt9701940,Fear Street: Part Two - 1978,2021,"Drama, Horror, Mystery",61,6.7,indie
tt2872518,The Shack,2017,"Drama, Fantasy",32,6.3,indie
tt4633690,Shot Caller,2017,"Crime, Drama, Thriller",59,7.3,indie
tt1860242,The Highwaymen,2019,"Biography, Crime, Drama",58,6.9,indie
tt5592248,The Beguiled,2017,"Drama, History, Thriller",77,6.3,indie
tt13314558,Day Shift,2022,"Action, Comedy, Fantasy",51,6.1,indie
tt9243804,The Green Knight,2021,"Adventure, Drama, Fantasy",85,6.6,indie
tt1711525,Office Christmas Party,2016,Comedy,42,5.9,indie
tt5500218,Samaritan,2022,"Action, Drama, Fantasy",45,5.7,indie
tt3312830,Youth,2015,"Comedy, Drama, Music",64,7.3,indie
tt5580266,The Hate U Give,2018,"Crime, Drama",81,7.5,indie
tt7939766,I'm Thinking of Ending Things,2020,"Drama, Thriller",78,6.5,indie
tt5290524,Quo vado?,2016,Comedy,N/A,6.7,indie
tt15326988,Ghosted,2023,"Action, Adventure, Comedy",34,5.8,indie
tt21235248,Ghostbusters: Frozen Empire,2024,"Adventure, Comedy, Fantasy",46,6.1,indie
tt27534307,Speak No Evil,2024,"Drama, Horror, Thriller",66,6.8,indie
tt14138650,The Pale Blue Eye,2022,"Crime, Horror, Mystery",56,6.6,indie
tt2717822,Blackhat,2015,"Action, Crime, Thriller",52,5.5,indie
tt6324278,Abominable,2019,"Animation, Adventure, Comedy",61,7.0,indie
tt6259380,Code 8,2019,"Action, Crime, Drama",48,6.1,indie
tt4547056,The Girl with All the Gifts,2016,"Action, Adventure, Drama",67,6.6,indie
tt6998518,Mandy,2018,"Action, Fantasy, Horror",83,6.5,indie
tt14966898,Late Night with the Devil,2023,Horror,72,7.0,indie
tt8688634,21 Bridges,2019,"Action, Adventure, Crime",51,6.7,indie
tt5690360,Slender Man,2018,"Horror, Mystery, Thriller",30,3.3,indie
tt1243974,Aloha,2015,"Comedy, Drama, Romance",40,5.4,indie
tt7458762,The Wolf's Call,2019,"Action, Thriller",N/A,6.9,indie
tt6111574,The Woman in the Window,2021,"Crime, Drama, Mystery",41,5.7,indie
tt5093026,Papillon,2017,"Adventure, Biography, Crime",51,7.2,indie
tt2387499,Keeping Up with the Joneses,2016,"Action, Comedy",34,5.9,indie
tt3758172,Jungle,2017,"Adventure, Biography, Drama",48,6.7,indie
tt4686844,The Death of Stalin,2017,"Comedy, Drama, History",88,7.3,indie
tt2531344,Blockers,2018,"Comedy, Drama",69,6.2,indie
tt2076298,Ip Man 4: The Finale,2019,"Action, Biography, Drama",62,7.0,indie
tt3118452,Circle,2015,"Drama, Horror, Mystery",N/A,6.0,indie
tt3181822,The Boy Next Door,2015,Thriller,30,4.7,indie
tt6738136,Revenge,2017,"Action, Drama, Horror",81,6.4,indie
tt4799050,Rough Night,2017,Comedy,51,5.2,indie
tt4971344,The Sisters Brothers,2018,"Drama, Western",78,6.9,indie
tt5215952,The Wailing,2016,"Drama, Horror",81,7.4,indie
tt2273657,True Story,2015,"Biography, Crime, Drama",50,6.3,indie
tt11233960,The Unforgivable,2021,"Crime, Drama, Mystery",41,7.1,indie
tt10676012,To All the Boys: Always and Forever,2021,"Comedy, Drama, Romance",65,6.3,indie
tt10620868,#Alive,2020,"Action, Drama, Horror",N/A,6.3,indie
tt5247022,Paterson,2016,"Comedy, Drama, Romance",90,7.3,indie
tt26446278,The Count of Monte-Cristo,2024,"Action, Adventure, Drama",75,7.6,indie
tt8663516,Child's Play,2019,"Drama, Horror, Sci-Fi",48,5.7,indie
tt1540011,Blair Witch,2016,"Horror, Mystery, Thriller",47,5.0,indie
tt5246700,How It Ends,2018,"Action, Drama, Horror",36,5.1,indie
tt11116912,Troll,2022,"Action, Adventure, Drama",62,5.8,indie
tt7214954,Luck,2022,"Animation, Adventure, Comedy",48,6.5,indie
tt3819668,Dragon Ball Z: Resurrection 'F',2015,"Animation, Action, Adventure",N/A,7.1,indie
tt10539608,The Midnight Sky,2020,"Adventure, Drama, Sci-Fi",58,5.7,indie
tt12783454,The Kissing Booth 3,2021,"Comedy, Romance",36,4.8,indie
tt6977338,Good Boys,2019,"Adventure, Comedy",60,6.7,indie
tt7504818,Ron's Gone Wrong,2021,"Animation, Adventure, Comedy",65,7.1,indie
tt2106651,Spectral,2016,"Action, Adventure, Sci-Fi",N/A,6.3,indie
tt9701942,Fear Street: Part Three - 1666,2021,"Horror, Mystery",68,6.6,indie
tt6908274,Mirage,2018,"Drama, Fantasy, Mystery",N/A,7.4,indie
tt3201640,Extinction,2018,"Action, Drama, Sci-Fi",40,5.8,indie
tt13405778,Insidious: The Red Door,2023,"Horror, Mystery, Thriller",45,5.5,indie
tt7043012,Velvet Buzzsaw,2019,"Horror, Mystery, Thriller",61,5.7,indie
tt3716530,Elle,2016,"Crime, Drama, Thriller",89,7.1,indie
tt8267604,Capernaum,2018,Drama,75,8.4,indie
tt4005402,Colonia,2015,"Biography, Drama, History",33,7.0,indie
tt2261287,Leap!,2016,"Animation, Adventure, Comedy",48,6.8,indie
tt4540710,Miss Sloane,2016,Drama,64,7.5,indie
